Project,Model Link - Github
cnsgcu/CS5551_Team/,https://www.github.com/cnsgcu/CS5551_Team/tree/master/Documents/Design/UML/StateDiagram/Registration_State_Diagram.jpg
cntnboys/Asn1/,https://www.github.com/cntnboys/Asn1/tree/master/doc/Umldiagram.jpg
co-ment/comt/,https://www.github.com/co-ment/comt/tree/master/src/cm/media/js/lib/yui/yui3-3.15.0/src/yui/docs/assets/composition_diagram.png
co0k/TreasureHunt/,https://www.github.com/co0k/TreasureHunt/tree/master/concept/models/TreasureModelUML.png
co0k/TreasureHunt/,https://www.github.com/co0k/TreasureHunt/tree/master/concept/umlTreasureHunt.jpg
coast-team/netflux/,https://www.github.com/coast-team/netflux/tree/master/doc/uml.png
Cobalt-Studios/BlackHat/,https://www.github.com/Cobalt-Studios/BlackHat/tree/master/BlackHat/photoshop/Locales/en_US/Additional Presets/Win/Workspaces/2-Task-based Workspaces/ses/test1.uml
CobraDroid/android_frameworks_base/,https://www.github.com/CobraDroid/android_frameworks_base/tree/JB/docs/html/images/mediarecorder_state_diagram.gif
CochiseLinuxUsersGroup/Presentations/,https://www.github.com/CochiseLinuxUsersGroup/Presentations/tree/master/Audio_Production/Images/diagram.svg
CoCoViLa/cocovila.github.io/,https://www.github.com/CoCoViLa/cocovila.github.io/tree/master/img/flying-mealy-diagram.png
codaysam/searchEngine/,https://www.github.com/codaysam/searchEngine/tree/master/SearchEngineUML.png
codci/reposit1/,https://www.github.com/codci/reposit1/tree/master/ClassDiagram.png
codci/reposit1/,https://www.github.com/codci/reposit1/tree/master/SequenceDiagramm.png
codci/reposit1/,https://www.github.com/codci/reposit1/tree/master/UseCaseDiagramm.png
code-potato/POST/,https://www.github.com/code-potato/POST/tree/master/POST/POST-Model/POST Class Diagram.png
Code2Read/SoftwareDesign/,https://www.github.com/Code2Read/SoftwareDesign/tree/master/AplicandoSOLID/Modelado/ModelDefinition/Modelado.uml
code4craft/jsoup-learning/,https://www.github.com/code4craft/jsoup-learning/tree/master/blogs/images/select uml.png
code4craft/netty-learning/,https://www.github.com/code4craft/netty-learning/tree/master/asserts/diagram-channel-buffer.png
code4craft/netty-learning/,https://www.github.com/code4craft/netty-learning/tree/master/asserts/diagram-wrapped-channel-buffer.png
Code4SA/mma-dexter/,https://www.github.com/Code4SA/mma-dexter/tree/master/resources/dexter-er-diagram.png
codeaurora-unoffical/platform-frameworks-base/,https://www.github.com/codeaurora-unoffical/platform-frameworks-base/tree/caf/LA.AF.1.1.1/docs/html/images/mediaplayer_state_diagram.gif
codeaurora-unoffical/platform-frameworks-base/,https://www.github.com/codeaurora-unoffical/platform-frameworks-base/tree/caf/LA.AF.1.1.1/docs/html/images/mediarecorder_state_diagram.gif
codeaurora-unoffical/platform-frameworks-base/,https://www.github.com/codeaurora-unoffical/platform-frameworks-base/tree/caf/LA.AF.1.1.1/docs/html/images/menu_design/TaskFlowDiagram.png
codecomputerlove/Util/,https://www.github.com/codecomputerlove/Util/tree/master/tools/apache-ant-1.8.2/docs/manual/Tasks/image-classdiagram.gif
codecubb/KBS/,https://www.github.com/codecubb/KBS/tree/master/Theatre.uml
CodeDweller/QCLGA/,https://www.github.com/CodeDweller/QCLGA/tree/master/ModelingProject1/ModelDefinition/ModelingProject1.uml
codefellas/restCMS/,https://www.github.com/codefellas/restCMS/tree/master/docs/product/UML/BlocksUML.png
codefollower/Open-Source-Research/,https://www.github.com/codefollower/Open-Source-Research/tree/master/Netty/src/argouml/netty.uml
codehaus/activiti/,https://www.github.com/codehaus/activiti/tree/master/activiti/branches/ACT-656/modules/activiti-engine/src/test/resources/org/activiti/engine/test/api/repository/diagram/testProcessFromActivitiDesigner.png
codehaus/activiti/,https://www.github.com/codehaus/activiti/tree/master/activiti/branches/activiti-5.10-alf/modules/activiti-engine/src/test/resources/org/activiti/engine/test/api/repository/diagram/testProcessFromActivitiDesigner.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/1.x/nanocontainer/branches/nanocontainer-1_0/container/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/1.x/nanocontainer/tags/nanocontainer-1.1.2/container-groovy/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/1.x/nanocontainer/tags/nanocontainer-1_0-RC-3/container/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/1.x/nanocontainer/tags/nanocontainer-1_0-m2/container/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/1.x/nanocontainer/tags/nanocontainer-1_0/container/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/1.x/nanocontainer/tags/nanocontainer-1_1-RC-1/container-groovy/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/1.x/nanocontainer/tags/nanocontainer-1_1/container-groovy/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/1.x/nanocontainer/tags/nanocontainer-1_1_1/container-groovy/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/1.x/nanocontainer/trunk/container-groovy/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/sandbox/nano/container-groovy/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/picocontainer/,https://www.github.com/codehaus/picocontainer/tree/master/java/sandbox/parameter-refactoring/nano/container-groovy/src/java/org/nanocontainer/script/groovy/buildernodes/doc-files/builderUml.png
codehaus/testoriented/,https://www.github.com/codehaus/testoriented/tree/master/doc/Actions Class Diagram.png
codehaus/xdas4j/,https://www.github.com/codehaus/xdas4j/tree/master/xdas4j/tags/0.1.0/uml/xdas.uml
codehaus/xdas4j/,https://www.github.com/codehaus/xdas4j/tree/master/xdas4j/tags/0.1.1/uml/xdas.uml
codehaus/xdas4j/,https://www.github.com/codehaus/xdas4j/tree/master/xdas4j/trunk/uml/xdas.uml
codehsbooks/apjava/,https://www.github.com/codehsbooks/apjava/tree/master/static/karel/while_loop_diagram.png
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/casos de uso/casos de uso.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/cadastrarAluno.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/cadastrarInstituicao.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/cadastrarTurma.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/criarTeste.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/diagrama geral.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/editarAluno.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/editarTeste.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/editarTurma.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/excluirAluno.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/excluirTeste.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/excluirTurma.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/exportarTeste.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de atividade/importarTeste.uml
CodeInUFPel/cody/,https://www.github.com/CodeInUFPel/cody/tree/master/doc/UML/diagrama de classe/diagrama geral.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/casos de uso/casos de uso.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/efetivarCadastro.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/enviarArquivo.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/enviarTeste.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/excluirInstituicao.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/excluirTurma.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/exportar.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/fazerDownload.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/fazerUpload.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/gerenciarSite.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/gerenciarUsuario.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/manterSistema.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/solicitarCadastro.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/validarArquivoXML.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/validarTeste.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/validarUsuario.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de atividade/visualizarTestes.uml
CodeInUFPel/kenobi/,https://www.github.com/CodeInUFPel/kenobi/tree/master/doc/UML/diagrama de classe/diagrama geral.uml
codekiddy2/Visual-Studio-gtkmm/,https://www.github.com/codekiddy2/Visual-Studio-gtkmm/tree/master/projects/master/msvc-140/dependecy-graph/ModelDefinition/dependecy-graph.uml
codelibs/cl-struts/,https://www.github.com/codelibs/cl-struts/tree/master/doc/uml/sequence-diagram-action.gif
codelibs/cl-struts/,https://www.github.com/codelibs/cl-struts/tree/master/legacy/api-1.1/org/apache/struts/action/doc-files/actionUML.gif
codelibs/cl-struts/,https://www.github.com/codelibs/cl-struts/tree/master/legacy/api-1.1/org/apache/struts/taglib/html/doc-files/htmlUML.gif
codelibs/cl-struts/,https://www.github.com/codelibs/cl-struts/tree/master/legacy/api-1.1/org/apache/struts/taglib/tiles/doc-files/tilesUML.gif
codelibs/cl-struts/,https://www.github.com/codelibs/cl-struts/tree/master/src/share/org/apache/struts/action/doc-files/actionUML.gif
codelibs/cl-struts/,https://www.github.com/codelibs/cl-struts/tree/master/src/share/org/apache/struts/taglib/html/doc-files/htmlUML.gif
codelibs/cl-struts/,https://www.github.com/codelibs/cl-struts/tree/master/src/share/org/apache/struts/taglib/tiles/doc-files/tilesUML.gif
CodeLoversAt/search-awesome/,https://www.github.com/CodeLoversAt/search-awesome/tree/master/docs/img/uml.png
codemaak/codemaak.github.io/,https://www.github.com/codemaak/codemaak.github.io/tree/master/_old/Java/Chapter_10/diagram.png
codependent/storyteller-microservices/,https://www.github.com/codependent/storyteller-microservices/tree/master/diagram.png
coderflo/ClickAdventure/,https://www.github.com/coderflo/ClickAdventure/tree/master/documentation/Klassendiagramm.png
coderGhast/SudokuSolver/,https://www.github.com/coderGhast/SudokuSolver/tree/master/Documentation/UML/Sudoku UML - New Page.png
CoderNumber1/ObjectOrientedProgramingFall2012/,https://www.github.com/CoderNumber1/ObjectOrientedProgramingFall2012/tree/master/TermProject/Documentation/Class Diagram 2.jpg
coderofsalvation/bullmq/,https://www.github.com/coderofsalvation/bullmq/tree/master/doc/seqdiagram1.png
CoderRed99/Conversion/,https://www.github.com/CoderRed99/Conversion/tree/master/Conversion UML-Diagrams.png
Coders4Elimu/elimusys/,https://www.github.com/Coders4Elimu/elimusys/tree/master/docs/Elimu.uml
coderwoodman/coderwoodfile/,https://www.github.com/coderwoodman/coderwoodfile/tree/master/spring.uml
Codes-With-Eagles-SWE2014/Client/,https://www.github.com/Codes-With-Eagles-SWE2014/Client/tree/master/src/resources/images/civ_class_diagram.png
Codes-With-Eagles-SWE2014/Client/,https://www.github.com/Codes-With-Eagles-SWE2014/Client/tree/master/src/resources/images/civ_class_diagram.svg
codesandtags/springsource-labs/,https://www.github.com/codesandtags/springsource-labs/tree/master/lab-instructions/images/spring-intro-1/rewardnetwork-classdiagram-basic.png
codesandtags/springsource-labs/,https://www.github.com/codesandtags/springsource-labs/tree/master/lab-instructions/images/spring-intro-1/rewardnetworkimpl-classdiagram.png
codesandtags/springsource-labs/,https://www.github.com/codesandtags/springsource-labs/tree/master/lab-instructions/images/xml-dependency-injection/rewards-configuration-diagram-application.png
codewreaker/ash-softeng-group16/,https://www.github.com/codewreaker/ash-softeng-group16/tree/master/Sequence Diagram1.png
codex-corp/SpecialChat/,https://www.github.com/codex-corp/SpecialChat/tree/master/SPECIAL_CORE.uml
codezero11/Thesis-Archive/,https://www.github.com/codezero11/Thesis-Archive/tree/master/Domain/Thesis Archive Use Case Diagram.jpg
codezero11/Thesis-Archive/,https://www.github.com/codezero11/Thesis-Archive/tree/master/Internals/Class Diagram.jpg
codiblau/LiornaMobile/,https://www.github.com/codiblau/LiornaMobile/tree/master/node_modules/ant/ant/manual/Tasks/image-classdiagram.gif
codingcasp/zhawprog1/,https://www.github.com/codingcasp/zhawprog1/tree/master/prog1/src/prak03 2/ClassModel and ObjectDiagram.jpeg
codingcasp/zhawprog1/,https://www.github.com/codingcasp/zhawprog1/tree/master/prog1/src/prak03 3/ClassModel and ObjectDiagram.jpeg
codingcasp/zhawprog1/,https://www.github.com/codingcasp/zhawprog1/tree/master/prog1/src/prak03/ClassModel and ObjectDiagram.jpeg
codingHappiness/cmput301a1/,https://www.github.com/codingHappiness/cmput301a1/tree/master/doc/UML.png
codingluke/ba-thesis/,https://www.github.com/codingluke/ba-thesis/tree/master/images/kontextdiagramm.png
CodingMuziekwijk/Hangman/,https://www.github.com/CodingMuziekwijk/Hangman/tree/master/Class Diagram-1.jpg
CodrinFaca/Smart-Tourist/,https://www.github.com/CodrinFaca/Smart-Tourist/tree/master/SmartTourist/Model/ModelDefinition/Model.uml
CodyHenrichsen-CTEC/ObjectRelationships/,https://www.github.com/CodyHenrichsen-CTEC/ObjectRelationships/tree/master/Project Class Diagram.png
coffeefan/bachelorarbeit/,https://www.github.com/coffeefan/bachelorarbeit/tree/master/4 Thesis/chapters/images/draw_io/BA_KomponentenDiagramm.png
coffeefan/bachelorarbeit/,https://www.github.com/coffeefan/bachelorarbeit/tree/master/4 Thesis/chapters/images/use-case-diagram.png
coffeefan/bachelorarbeit/,https://www.github.com/coffeefan/bachelorarbeit/tree/master/4 Thesis/images/draw_io/BA_KomponentenDiagramm.png
coffeefan/bachelorarbeit/,https://www.github.com/coffeefan/bachelorarbeit/tree/master/4 Thesis/images/use-case-diagram.png
coffeefan/perfectpopcorn/,https://www.github.com/coffeefan/perfectpopcorn/tree/master/doc/media/Basic State Diagram - Zubereitung Popcorn.png
CoffeeForTwo/coffeefortwoapp/,https://www.github.com/CoffeeForTwo/coffeefortwoapp/tree/master/img/logos/designmodo.jpg
coffeemakr/python-uci/,https://www.github.com/coffeemakr/python-uci/tree/master/model.uml
cogani/Horse-Racing/,https://www.github.com/cogani/Horse-Racing/tree/master/class diagram.bmp
cogani/Horse-Racing/,https://www.github.com/cogani/Horse-Racing/tree/master/UML-Diagram.xmi
cohen-h/projects/,https://www.github.com/cohen-h/projects/tree/master/Geolocalisation PARROT/Documentations/Diagramme_sequence.png
coin-or/GiMPy/,https://www.github.com/coin-or/GiMPy/tree/master/docs/html/uml_class_diagram_for_coinor_g.gif
coin-or/GiMPy/,https://www.github.com/coin-or/GiMPy/tree/master/docs/html/uml_class_diagram_for_coinor_g_3.gif
coin-or/GiMPy/,https://www.github.com/coin-or/GiMPy/tree/master/docs/html/uml_class_diagram_for_coinor_g_4.gif
coin-or/GiMPy/,https://www.github.com/coin-or/GiMPy/tree/master/docs/html/uml_class_diagram_for_coinor_g_5.gif
coin-or/GiMPy/,https://www.github.com/coin-or/GiMPy/tree/master/docs/html/uml_class_diagram_for_coinor_g_6.gif
coin-or/GiMPy/,https://www.github.com/coin-or/GiMPy/tree/master/docs/html/uml_class_diagram_for_coinor_g_7.gif
coin-or/GrUMPy/,https://www.github.com/coin-or/GrUMPy/tree/master/docs/html/uml_class_diagram_for_coinor_g.gif
coinfloor/API/,https://www.github.com/coinfloor/API/tree/master/images/proxy_auth.xmi
coinvent/coinvent/,https://www.github.com/coinvent/coinvent/tree/master/architecture/sequence-diagram.png
cojaf/gestionclubbadminton/,https://www.github.com/cojaf/gestionclubbadminton/tree/master/analyse/VueUmlBoum.png
cojaf/gestionclubbadminton/,https://www.github.com/cojaf/gestionclubbadminton/tree/master/analyse/gestionClubschemaUMLDBMain.png
Cokemonkey11/Timetabler/,https://www.github.com/Cokemonkey11/Timetabler/tree/master/doc/uml-diagram-fullsize.png
CokieForever/Robosoccer/,https://www.github.com/CokieForever/Robosoccer/tree/master/Project/doc/TeamC_Class_Diagram(demo1_functionality).bmp
col-one/Dobbo/,https://www.github.com/col-one/Dobbo/tree/master/utility/doxygen-1.8.8/examples/diagrams/html/diagrams__a_8h__dep__incl.png
col-one/Dobbo/,https://www.github.com/col-one/Dobbo/tree/master/utility/doxygen-1.8.8/examples/diagrams/html/diagrams__b_8h__dep__incl.png
ColaborativoPetCC/loja/,https://www.github.com/ColaborativoPetCC/loja/tree/master/desenvolvimentocolaborativo-projeto/Class Diagram0.png
ColaMomo/spring-framework_study/,https://www.github.com/ColaMomo/spring-framework_study/tree/master/source_code_4.1.x/src/asciidoc/images/aop-uml.gif
colavs19/bcit-courses/,https://www.github.com/colavs19/bcit-courses/tree/master/COMP 1630 - Relational Database Design and SQL/Project 1/Part A_ ERD Diagram.png
colavs19/bcit-courses/,https://www.github.com/colavs19/bcit-courses/tree/master/COMP 4908 - Projects/spry/reports/presentation/images/owb_diagram.jpg
ColdBox/cbox-cbcommons/,https://www.github.com/ColdBox/cbox-cbcommons/tree/master/apidocs/strategy/uml2tools/resources/templates/template.uml
ColdBox/cbox-csrf/,https://www.github.com/ColdBox/cbox-csrf/tree/master/apidocs/strategy/uml2tools/resources/templates/template.uml
ColdBox/cbox-feeds/,https://www.github.com/ColdBox/cbox-feeds/tree/master/apidocs/strategy/uml2tools/resources/templates/template.uml
ColdBox/cbox-javaloader/,https://www.github.com/ColdBox/cbox-javaloader/tree/master/apidocs/strategy/uml2tools/resources/templates/template.uml
ColdBox/cbox-messagebox/,https://www.github.com/ColdBox/cbox-messagebox/tree/master/apidocs/strategy/uml2tools/resources/templates/template.uml
ColdBox/cbox-soap/,https://www.github.com/ColdBox/cbox-soap/tree/master/apidocs/strategy/uml2tools/resources/templates/template.uml
ColdBox/cbox-storages/,https://www.github.com/ColdBox/cbox-storages/tree/master/apidocs/strategy/uml2tools/resources/templates/template.uml
ColdBox/coldbox-docs/,https://www.github.com/ColdBox/coldbox-docs/tree/master/images/simplemodelclassdiagram.png
ColdBox/coldbox-platform/,https://www.github.com/ColdBox/coldbox-platform/tree/master/apidocs/strategy/uml2tools/resources/templates/template.uml
ColdBox/coldbox-relax/,https://www.github.com/ColdBox/coldbox-relax/tree/master/apidocs/strategy/uml2tools/resources/templates/template.uml
colddogdog/blog/,https://www.github.com/colddogdog/blog/tree/master/docs/myblog2-ClassDiagram.png
ColdFusionROM/android_framec/,https://www.github.com/ColdFusionROM/android_framec/tree/UML/examples/example_lamp2.uml
ColdFusionROM/android_frameworks_base/,https://www.github.com/ColdFusionROM/android_frameworks_base/tree/master/docs/html/images/fundamentals/diagram_backstack.png
ColdFusionROM/android_frameworks_base/,https://www.github.com/ColdFusionROM/android_frameworks_base/tree/master/docs/html/images/fundamentals/diagram_backstack_singletask_multiactivity.png
ColdFusionROM/android_frameworks_base/,https://www.github.com/ColdFusionROM/android_frameworks_base/tree/master/docs/html/images/mediaplayer_state_diagram.gif
ColdFusionROM/android_frameworks_base/,https://www.github.com/ColdFusionROM/android_frameworks_base/tree/master/docs/html/images/mediarecorder_state_diagram.gif
ColdFusionROM/android_frameworks_base/,https://www.github.com/ColdFusionROM/android_frameworks_base/tree/master/docs/html/images/menu_design/TaskFlowDiagram.png
coldly57/GoJavaOnline/,https://www.github.com/coldly57/GoJavaOnline/tree/master/JavaCore/Module_2/Flower/UML_Flower.jpg
coldly57/GoJavaOnline/,https://www.github.com/coldly57/GoJavaOnline/tree/master/JavaCore/Module_2/MusicalInstrument/UML_MusicalInstrument.jpg
coldly57/GoJavaOnline/,https://www.github.com/coldly57/GoJavaOnline/tree/master/JavaCore/Module_2/TaskFile/UML_File.jpg
coldsoft/RoboOfficeNXT/,https://www.github.com/coldsoft/RoboOfficeNXT/tree/master/Requirements and System Analysis/UML Diagrams/RoboOfficeNXTarchitecture.png
coldstorm/DesktopCS/,https://www.github.com/coldstorm/DesktopCS/tree/master/DesktopCS.Modeling/ModelDefinition/DesktopCS.Modeling.uml
colearyjhu/OOSE/,https://www.github.com/colearyjhu/OOSE/tree/master/OOSE-master/webpage/images/acitvity_diagram_developer.png
colearyjhu/OOSE/,https://www.github.com/colearyjhu/OOSE/tree/master/OOSE-master/webpage/images/deployment_diagram.png
colearyjhu/OOSE/,https://www.github.com/colearyjhu/OOSE/tree/master/OOSE-master/webpage/images/uml_class_diagram.png
colearyjhu/OOSE/,https://www.github.com/colearyjhu/OOSE/tree/master/OOSE-master/webpage/images/uml_class_diagram_old.png
colearyjhu/OOSE/,https://www.github.com/colearyjhu/OOSE/tree/master/OOSE-master/webpage/images/use_case_diagram.png
ColegioAlborarda/sistema/,https://www.github.com/ColegioAlborarda/sistema/tree/master/protected/modules/cruge/doc/Diagrama-de-clases-proceso-de-autenticacion2.png
ColegioAlborarda/sistema/,https://www.github.com/ColegioAlborarda/sistema/tree/master/protected/modules/cruge/doc/class diagram - crugeconnector.png
ColegioAlborarda/sistema/,https://www.github.com/ColegioAlborarda/sistema/tree/master/protected/modules/cruge/doc/diagrama-de-actividad--autenticaion.png
ColegioAlborarda/sistema/,https://www.github.com/ColegioAlborarda/sistema/tree/master/protected/modules/cruge/doc/sequence diagram - crugeconnector.png
ColegioAlborarda/sistema/,https://www.github.com/ColegioAlborarda/sistema/tree/master/protected/modules/cruge/doc/cruge.xmi
ColegioAlborarda/sistema/,https://www.github.com/ColegioAlborarda/sistema/tree/master/protected/modules/cruge/doc/cruge-umbrello--crugeconnector.xmi
ColeHoff7/CSE201/,https://www.github.com/ColeHoff7/CSE201/tree/master/doc/uml_case.png
ColeHoff7/CSE201/,https://www.github.com/ColeHoff7/CSE201/tree/master/doc/uml_class.png
ColeHoff7/CSE201/,https://www.github.com/ColeHoff7/CSE201/tree/master/uml_case.png
ColeHoff7/CSE201/,https://www.github.com/ColeHoff7/CSE201/tree/master/uml_class.png
colemickens/colemickens.github.io/,https://www.github.com/colemickens/colemickens.github.io/tree/master/images/docs/Kubemark_architecture.png
colemickens/colemickens.github.io/,https://www.github.com/colemickens/colemickens.github.io/tree/master/images/docs/architecture.png
colemickens/colemickens.github.io/,https://www.github.com/colemickens/colemickens.github.io/tree/master/images/docs/architecture.svg
colinbut/bloglr/,https://www.github.com/colinbut/bloglr/tree/master/doc/architecture.png
colinhoernig/producer-consumer-node-challenge/,https://www.github.com/colinhoernig/producer-consumer-node-challenge/tree/master/images/producer-consumer-activity-diagram.png
colinhoernig/producer-consumer-node-challenge/,https://www.github.com/colinhoernig/producer-consumer-node-challenge/tree/master/images/producer-consumer-sequence-diagram.png
colinmcnamara/lessons/,https://www.github.com/colinmcnamara/lessons/tree/master/python/python_the_hard_way/figures/UML-Elements_files/collaboration-diagram.png
collaby/collaby/,https://www.github.com/collaby/collaby/tree/master/docs/sprints/00/UseCase Diagram0.jpg
collaby/collaby/,https://www.github.com/collaby/collaby/tree/master/docs/sprints/01/Diagrama de Classe Conceitual.jpg
collaby/collaby/,https://www.github.com/collaby/collaby/tree/master/docs/sprints/0304/DiagramaDeMaqEstados.jpg
collaby/collaby/,https://www.github.com/collaby/collaby/tree/master/docs/sprints/0304/analise-grasp/img/DIagramaSequenciaVisualizarDocumento.jpg
collaby/collaby/,https://www.github.com/collaby/collaby/tree/master/docs/sprints/0304/analise-grasp/img/DiagramaSequenciaNovoDocumento.jpg
collate/collate/,https://www.github.com/collate/collate/tree/master/docs/images/developer-guide/high-level-sequence-diagram.png
collate/collate/,https://www.github.com/collate/collate/tree/master/docs/images/developer-guide/sequence-diagram-collate-command.png
collate/collate/,https://www.github.com/collate/collate/tree/master/docs/images/developer-guide/sequence-diagram-gui-logic.png
collectionspace/installer/,https://www.github.com/collectionspace/installer/tree/master/install4j/install_source/common/apache-ant-1.8.4/manual/Tasks/image-classdiagram.gif
collective/ArchGenXML/,https://www.github.com/collective/ArchGenXML/tree/master/docs/samples/SimpleSample.xmi
collective/ArchGenXML/,https://www.github.com/collective/ArchGenXML/tree/master/src/archgenxml/tests/models/collection_criteria.xmi
collective/ArchGenXML/,https://www.github.com/collective/ArchGenXML/tree/master/umltools/argouml/archgenxml_profile.xmi
collective/collective.easytemplate/,https://www.github.com/collective/collective.easytemplate/tree/master/models/TemplatedDocument.xmi
collective/collective.elections/,https://www.github.com/collective/collective.elections/tree/master/state_diag.xmi
collective/Products.CalendarX/,https://www.github.com/collective/Products.CalendarX/tree/master/Products/CalendarX/model/CalendarX.uml
colleenchattaway/Team-D/,https://www.github.com/colleenchattaway/Team-D/tree/master/TeamD_Activity_Diagram2a.png
CollenMphabantshi/TCP-Solutions/,https://www.github.com/CollenMphabantshi/TCP-Solutions/tree/master/documents/ClassDiagram1.jpg
CollenMphabantshi/TCP-Solutions/,https://www.github.com/CollenMphabantshi/TCP-Solutions/tree/master/documents/MainClassDiagram.png
collex100/odoo/,https://www.github.com/collex100/odoo/tree/master/doc/howtos/web/viewarchitecture.png
CollinStubbs/HSDRHockeyNight.com/,https://www.github.com/CollinStubbs/HSDRHockeyNight.com/tree/master/img/logos/designmodo.jpg
collinthames/MUD/,https://www.github.com/collinthames/MUD/tree/master/MUD/design/MUD UML.uml
colmmcnabola/gameOfLife/,https://www.github.com/colmmcnabola/gameOfLife/tree/master/gameoflife-web/tools/jmeter/docs/images/screenshots/class_diagram.gif
colmmcnabola/gameOfLifeReDone/,https://www.github.com/colmmcnabola/gameOfLifeReDone/tree/master/gameoflife-web/tools/jmeter/docs/images/screenshots/class_diagram.gif
